 DATE , SALES , COST_OF_SALES , QUANTITY_SOLD , DAILY_SALES_PRICE_PER_UNIT , DAILY_GROSS_PROFIT_PERCENT , DAILY_GROSS_PROFIT_PER_UNIT_PERCENT , AVG_UNIT_SALES_PRICE , PROMOTION , PRICE_ELASTICITY , PERFORMANCE_PERIOD , AVG_UNIT_PRICE , AVG_QTY_SOLD , AVG_GROSS_PROFIT_PCT , PERFORMANCE_FLAG 
"R42,294.00","R111,527.01","R108,023.61","R2,829.00",R39.42,R3.14,R3.14,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,660.00","R57,184.94","R51,764.94","R1,332.00",R42.93,R9.48,R9.48,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,960.00","R86,313.33","R84,418.79","R2,297.00",R37.58,R2.19,R2.19,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,325.00","R152,368.75","R166,625.37","R4,342.00",R35.09,-R9.36,-R9.36,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,990.00","R148,911.00","R161,137.52","R3,865.00",R38.53,-R8.21,-R8.21,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,355.00","R213,778.14","R230,994.36","R6,051.00",R35.33,-R8.05,-R8.05,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,687.00","R150,800.35","R152,887.11","R4,649.00",R32.44,-R1.38,-R1.38,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,052.00","R139,935.94","R148,697.54","R3,713.00",R37.69,-R6.26,-R6.26,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,417.00","R158,963.02","R167,521.53","R4,529.00",R35.10,-R5.38,-R5.38,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,715.00","R243,707.87","R250,794.22","R7,494.00",R32.52,-R2.91,-R2.91,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,080.00","R50,669.64","R50,308.96","R1,230.00",R41.19,R0.71,R0.71,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,446.00","R34,348.50","R32,292.84",R817.00,R42.04,R5.98,R5.98,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,746.00","R612,236.01","R627,927.76","R18,366.00",R33.34,-R2.56,-R2.56,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,111.00","R103,911.92","R101,408.95","R2,485.00",R41.82,R2.41,R2.41,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,477.00","R164,809.30","R175,167.43","R4,678.00",R35.23,-R6.28,-R6.28,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,776.00","R498,717.00","R526,707.38","R15,508.00",R32.16,-R5.61,-R5.61,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,141.00","R177,159.67","R190,811.58","R4,695.00",R37.73,-R7.71,-R7.71,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,507.00","R39,104.64","R33,890.36",R930.00,R42.05,R13.33,R13.33,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,807.00","R212,687.51","R221,403.65","R6,632.00",R32.07,-R4.10,-R4.10,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,172.00","R89,072.71","R85,639.31","R2,120.00",R42.02,R3.85,R3.85,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,538.00","R329,344.27","R341,253.33","R9,385.00",R35.09,-R3.62,-R3.62,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,837.00","R80,823.06","R78,844.86","R2,307.00",R35.03,R2.45,R2.45,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,202.00","R119,204.31","R122,669.70","R3,070.00",R38.83,-R2.91,-R2.91,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,568.00","R45,324.05","R38,809.81","R1,078.00",R42.04,R14.37,R14.37,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,868.00","R239,513.98","R249,203.12","R7,380.00",R32.45,-R4.05,-R4.05,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,233.00","R64,394.07","R67,505.25","R1,690.00",R38.10,-R4.83,-R4.83,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,599.00","R122,318.91","R128,298.34","R3,536.00",R34.59,-R4.89,-R4.89,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,899.00","R73,768.03","R72,471.92","R2,105.00",R35.04,R1.76,R1.76,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,264.00","R29,751.22","R28,084.24",R760.00,R39.15,R5.60,R5.60,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,630.00","R100,120.71","R89,572.41","R2,482.00",R40.34,R10.54,R10.54,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,657.00","R149,925.75","R146,928.41","R4,393.00",R34.13,R2.00,R2.00,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,022.00","R74,744.28","R76,003.93","R1,815.00",R41.18,-R1.69,-R1.69,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,387.00","R96,947.05","R89,961.36","R2,357.00",R41.13,R7.21,R7.21,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,930.00","R169,498.92","R164,492.95","R4,611.00",R36.76,R2.95,R2.95,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,295.00","R59,808.14","R57,937.46","R1,517.00",R39.43,R3.13,R3.13,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,661.00","R40,951.10","R37,288.62",R954.00,R42.93,R8.94,R8.94,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,961.00","R62,631.80","R61,158.36","R1,665.00",R37.62,R2.35,R2.35,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,326.00","R147,471.80","R161,402.92","R4,202.00",R35.10,-R9.45,-R9.45,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,991.00","R202,359.14","R221,435.77","R5,288.00",R38.27,-R9.43,-R9.43,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,356.00","R273,563.01","R295,854.55","R7,750.00",R35.30,-R8.15,-R8.15,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,688.00","R55,591.93","R53,463.24","R1,627.00",R34.17,R3.83,R3.83,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,053.00","R161,064.75","R170,739.37","R4,270.00",R37.72,-R6.01,-R6.01,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,418.00","R69,598.07","R61,492.97","R1,658.00",R41.98,R11.65,R11.65,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,716.00","R94,849.74","R90,571.59","R2,707.00",R35.04,R4.51,R4.51,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,081.00","R48,648.99","R48,362.07","R1,182.00",R41.16,R0.59,R0.59,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,447.00","R78,276.83","R73,746.76","R1,866.00",R41.95,R5.79,R5.79,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,747.00","R464,815.52","R476,692.54","R13,940.00",R33.34,-R2.56,-R2.56,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,112.00","R132,843.22","R129,545.53","R3,172.00",R41.88,R2.48,R2.48,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,478.00","R151,157.79","R159,828.77","R4,294.00",R35.20,-R5.74,-R5.74,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,777.00","R166,433.17","R174,376.63","R5,141.00",R32.37,-R4.77,-R4.77,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,142.00","R196,420.76","R211,510.79","R5,205.00",R37.74,-R7.68,-R7.68,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,508.00","R34,406.75","R29,884.33",R818.00,R42.06,R13.14,R13.14,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,808.00","R184,259.69","R192,057.51","R5,752.00",R32.03,-R4.23,-R4.23,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,173.00","R78,746.60","R75,673.78","R1,875.00",R42.00,R3.90,R3.90,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,539.00","R308,642.98","R327,672.04","R9,012.00",R34.25,-R6.17,-R6.17,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,838.00","R124,615.69","R121,612.18","R3,557.00",R35.03,R2.41,R2.41,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,203.00","R129,441.28","R132,493.43","R3,322.00",R38.96,-R2.36,-R2.36,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,569.00","R51,604.12","R44,222.78","R1,227.00",R42.06,R14.30,R14.30,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,869.00","R255,224.22","R265,532.55","R7,864.00",R32.45,-R4.04,-R4.04,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,234.00","R35,165.97","R36,841.97",R922.00,R38.14,-R4.77,-R4.77,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,600.00","R112,010.34","R117,374.19","R3,236.00",R34.61,-R4.79,-R4.79,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,900.00","R69,425.45","R68,280.38","R1,982.00",R35.03,R1.65,R1.65,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,265.00","R68,504.64","R64,881.98","R1,755.00",R39.03,R5.29,R5.29,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,631.00","R49,825.10","R44,593.80","R1,235.00",R40.34,R10.50,R10.50,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,658.00","R74,297.31","R72,782.28","R2,176.00",R34.14,R2.04,R2.04,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,023.00","R90,144.16","R91,110.97","R2,189.00",R41.18,-R1.07,-R1.07,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,388.00","R70,512.89","R65,453.28","R1,715.00",R41.12,R7.18,R7.18,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,931.00","R90,692.38","R87,911.21","R2,468.00",R36.75,R3.07,R3.07,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,296.00","R55,166.23","R53,436.90","R1,399.00",R39.43,R3.13,R3.13,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,662.00","R37,672.45","R33,678.46",R877.00,R42.96,R10.60,R10.60,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,962.00","R48,529.10","R47,409.55","R1,291.00",R37.59,R2.31,R2.31,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,327.00","R145,697.15","R159,317.61","R4,151.00",R35.10,-R9.35,-R9.35,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,992.00","R274,343.65","R299,516.84","R7,141.00",R38.42,-R9.18,-R9.18,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,357.00","R337,506.79","R362,223.16","R9,490.00",R35.56,-R7.32,-R7.32,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,689.00","R106,427.19","R107,736.44","R3,281.00",R32.44,-R1.23,-R1.23,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,054.00","R144,328.55","R152,824.11","R3,827.00",R37.71,-R5.89,-R5.89,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,419.00","R161,275.60","R143,446.36","R3,841.00",R41.99,R11.06,R11.06,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,717.00","R92,386.78","R88,255.84","R2,637.00",R35.03,R4.47,R4.47,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,082.00","R43,213.18","R42,981.22","R1,050.00",R41.16,R0.54,R0.54,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,448.00","R92,851.40","R87,451.57","R2,211.00",R42.00,R5.82,R5.82,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,748.00","R360,480.94","R369,765.61","R10,814.00",R33.33,-R2.58,-R2.58,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,113.00","R62,786.61","R61,213.26","R1,497.00",R41.94,R2.51,R2.51,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,479.00","R126,895.94","R133,726.28","R3,606.00",R35.19,-R5.38,-R5.38,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,778.00","R168,520.63","R175,540.12","R5,194.00",R32.45,-R4.17,-R4.17,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,143.00","R137,940.87","R147,846.05","R3,638.00",R37.92,-R7.18,-R7.18,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,509.00","R39,403.66","R34,229.63",R937.00,R42.05,R13.13,R13.13,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,809.00","R113,735.82","R119,544.02","R3,578.00",R31.79,-R5.11,-R5.11,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,174.00","R141,913.38","R136,017.75","R3,376.00",R42.04,R4.15,R4.15,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,540.00","R134,472.41","R139,385.88","R3,831.00",R35.10,-R3.65,-R3.65,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,839.00","R242,758.95","R255,779.85","R7,485.00",R32.43,-R5.36,-R5.36,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,204.00","R77,645.75","R79,555.63","R1,982.00",R39.18,-R2.46,-R2.46,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,570.00","R37,870.12","R32,436.80",R900.00,R42.08,R14.35,R14.35,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,870.00","R160,372.04","R167,021.16","R4,941.00",R32.46,-R4.15,-R4.15,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,235.00","R23,234.18","R24,104.09",R604.00,R38.47,-R3.74,-R3.74,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,601.00","R229,861.47","R241,090.13","R6,646.00",R34.59,-R4.88,-R4.88,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,901.00","R137,154.95","R135,276.91","R3,915.00",R35.03,R1.37,R1.37,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,266.00","R68,996.56","R65,211.57","R1,766.00",R39.07,R5.49,R5.49,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,632.00","R46,566.46","R41,660.44","R1,155.00",R40.32,R10.54,R10.54,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,641.00","R200,173.12","R202,881.18","R6,175.00",R32.42,-R1.35,-R1.35,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,006.00","R271,101.46","R295,019.47","R7,023.00",R38.60,-R8.82,-R8.82,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,371.00","R262,421.28","R285,675.85","R7,479.00",R35.09,-R8.86,-R8.86,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,914.00","R470,507.66","R506,072.03","R14,503.00",R32.44,-R7.56,-R7.56,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,279.00","R393,635.17","R448,390.97","R11,758.00",R33.48,-R13.91,-R13.91,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,645.00","R118,580.47","R113,346.96","R3,173.00",R37.37,R4.41,R4.41,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,945.00","R148,476.18","R145,646.34","R4,038.00",R36.77,R1.91,R1.91,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,310.00","R269,555.02","R281,915.19","R7,316.00",R36.84,-R4.59,-R4.59,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,676.00","R97,558.25","R86,203.88","R2,284.00",R42.71,R11.64,R11.64,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,975.00","R88,219.53","R85,533.43","R2,170.00",R40.65,R3.04,R3.04,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,340.00","R248,437.71","R269,807.62","R7,056.00",R35.21,-R8.60,-R8.60,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,672.00","R113,433.58","R111,466.52","R3,320.00",R34.17,R1.73,R1.73,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,037.00","R151,737.22","R154,148.60","R3,685.00",R41.18,-R1.59,-R1.59,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,402.00","R278,116.37","R295,645.63","R8,116.00",R34.27,-R6.30,-R6.30,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,700.00","R478,902.30","R495,554.45","R15,004.00",R31.92,-R3.48,-R3.48,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,065.00","R234,705.59","R252,709.82","R6,221.00",R37.73,-R7.67,-R7.67,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,431.00","R171,196.18","R174,428.68","R4,451.00",R38.46,-R1.89,-R1.89,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,731.00","R155,620.50","R153,366.02","R4,575.00",R34.02,R1.45,R1.45,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,096.00","R715,032.19","R777,522.19","R18,936.00",R37.76,-R8.74,-R8.74,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,462.00","R195,831.10","R205,442.83","R5,259.00",R37.24,-R4.91,-R4.91,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,761.00","R163,849.04","R157,300.63","R4,581.00",R35.77,R4.00,R4.00,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,126.00","R461,667.00","R496,852.80","R12,217.00",R37.79,-R7.62,-R7.62,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,492.00","R283,284.58","R304,997.85","R8,298.00",R34.14,-R7.66,-R7.66,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,792.00","R425,845.20","R442,155.99","R13,256.00",R32.12,-R3.83,-R3.83,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,157.00","R334,318.90","R360,168.83","R8,863.00",R37.72,-R7.73,-R7.73,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,523.00","R278,071.39","R295,548.24","R8,120.00",R34.25,-R6.29,-R6.29,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,822.00","R104,760.71","R101,615.73","R2,990.00",R35.04,R3.00,R3.00,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,187.00","R250,481.62","R266,061.93","R6,639.00",R37.73,-R6.22,-R6.22,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,553.00","R454,543.29","R490,487.02","R13,609.00",R33.40,-R7.91,-R7.91,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,853.00","R628,685.22","R653,779.96","R19,384.00",R32.43,-R3.99,-R3.99,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,218.00","R88,154.34","R90,828.66","R2,258.00",R39.04,-R3.03,-R3.03,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,584.00","R70,641.25","R60,629.55","R1,679.00",R42.07,R14.17,R14.17,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,884.00","R469,469.94","R523,480.30","R15,291.00",R30.70,-R11.50,-R11.50,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,249.00","R345,776.25","R373,816.17","R10,102.00",R34.23,-R8.11,-R8.11,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,615.00","R370,355.00","R392,493.08","R10,830.00",R34.20,-R5.98,-R5.98,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,659.00","R83,356.42","R81,789.14","R2,443.00",R34.12,R1.88,R1.88,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,024.00","R97,826.81","R99,134.31","R2,376.00",R41.17,-R1.34,-R1.34,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,389.00","R159,590.49","R182,351.14","R4,776.00",R33.42,-R14.26,-R14.26,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,932.00","R101,723.92","R98,870.81","R2,773.00",R36.68,R2.80,R2.80,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,297.00","R42,054.68","R40,736.15","R1,067.00",R39.41,R3.14,R3.14,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,663.00","R38,648.14","R35,038.07",R906.00,R42.66,R9.34,R9.34,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,963.00","R51,040.88","R50,038.14","R1,361.00",R37.50,R1.96,R1.96,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,328.00","R301,033.99","R328,965.14","R8,567.00",R35.14,-R9.28,-R9.28,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R41,993.00","R316,167.07","R346,378.30","R8,268.00",R38.24,-R9.56,-R9.56,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
"R42,358.00","R155,312.78","R167,421.97","R4,382.00",R35.44,-R7.80,-R7.80,R35.40,,, NORMAL ,R37.07,"R5,014.12",-R0.87, NORMAL PERIOD (Baseline) 
